Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/aardsda01.shtml"">D. Aardsma</a>",CHN,24,3,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.04
"<a href=""https://www.baseball-reference.com/players/a/abadan01.shtml"">Andy Abad</a>",CIN,33,5,3,0,0,0,0,0,2,0,0,.000,.400,.000,.400,.283,-0.02
"<a href=""https://www.baseball-reference.com/players/a/abercre01.shtml"">R. Abercrombie</a>",FLO,25,281,255,39,54,5,85,24,18,6,78,.212,.271,.333,.604,.264,-0.74
"<a href=""https://www.baseball-reference.com/players/a/abreubo01.shtml"">Bobby Abreu</a>",2,32,686,548,98,163,15,253,107,124,30,138,.297,.424,.462,.886,.375,2.02
"<a href=""https://www.baseball-reference.com/players/a/accarje01.shtml"">J. Accardo</a>",2,24,5,5,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.07
"<a href=""https://www.baseball-reference.com/players/a/adamsru01.shtml"">Russ Adams</a>",TOR,25,280,251,31,55,3,80,28,22,1,41,.219,.282,.319,.600,.267,-1.09
"<a href=""https://www.baseball-reference.com/players/a/adkinjo01.shtml"">Jon Adkins</a>",SDN,28,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.02
"<a href=""https://www.baseball-reference.com/players/a/affelje01.shtml"">J. Affeldt</a>",2,27,3,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.03
"<a href=""https://www.baseball-reference.com/players/a/aguilch01.shtml"">Chris Aguila</a>",FLO,27,104,95,5,22,0,32,7,9,2,26,.232,.298,.337,.635,.279,-0.28
"<a href=""https://www.baseball-reference.com/players/a/alberma01.shtml"">Matt Albers</a>",HOU,23,4,4,0,0,0,0,0,0,0,3,.000,.000,.000,.000,.000,0.00
"<a href=""https://www.baseball-reference.com/players/a/alexama02.shtml"">M. Alexander</a>",SDN,35,39,34,2,6,0,9,4,2,0,5,.176,.216,.265,.481,.182,-0.16
"<a href=""https://www.baseball-reference.com/players/a/alfoned01.shtml"">E. Alfonzo</a>",2,32,95,87,5,11,0,13,5,7,0,4,.126,.200,.149,.349,.167,-0.69
"<a href=""https://www.baseball-reference.com/players/a/alfonel01.shtml"">E. Alfonzo</a>",SFN,27,309,286,27,76,12,133,39,9,1,74,.266,.302,.465,.767,.317,0.70
"<a href=""https://www.baseball-reference.com/players/a/alomasa02.shtml"">Sandy Alomar</a>",2,40,113,108,8,30,1,41,17,3,0,14,.278,.292,.380,.672,.274,-0.18
"<a href=""https://www.baseball-reference.com/players/a/aloumo01.shtml"">Moises Alou</a>",SFN,39,378,345,52,104,22,197,74,28,2,31,.301,.352,.571,.923,.385,1.40
"<a href=""https://www.baseball-reference.com/players/a/alvarab01.shtml"">Abe Alvarez</a>",BOS,23,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.02
"<a href=""https://www.baseball-reference.com/players/a/amezaal01.shtml"">A. Amezaga</a>",FLO,28,378,334,42,87,3,111,19,33,20,46,.260,.332,.332,.664,.296,0.43
"<a href=""https://www.baseball-reference.com/players/a/anderbr03.shtml"">B. Anderson</a>",CHA,24,405,365,46,82,8,131,33,30,4,90,.225,.290,.359,.649,.284,0.00
"<a href=""https://www.baseball-reference.com/players/a/anderdr01.shtml"">D. Anderson</a>",MIL,25,10,9,3,1,0,1,0,1,0,4,.111,.200,.111,.311,.160,-0.12
"<a href=""https://www.baseball-reference.com/players/a/anderga01.shtml"">G. Anderson</a>",LAA,34,588,543,63,152,17,235,85,38,1,95,.280,.323,.433,.756,.319,-0.36
"<a href=""https://www.baseball-reference.com/players/a/anderma02.shtml"">M. Anderson</a>",2,32,312,279,43,83,12,143,38,25,4,49,.297,.354,.513,.866,.350,0.65
"<a href=""https://www.baseball-reference.com/players/a/andinro01.shtml"">R. Andino</a>",FLO,22,28,24,0,4,0,5,2,1,1,6,.167,.185,.208,.394,.171,-0.27
"<a href=""https://www.baseball-reference.com/players/a/aquingr01.shtml"">Greg Aquino</a>",ARI,28,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.04
"<a href=""https://www.baseball-reference.com/players/a/ardoida01.shtml"">Danny Ardoin</a>",2,31,135,122,14,22,0,29,3,9,0,33,.180,.254,.238,.491,.210,-0.51
"<a href=""https://www.baseball-reference.com/players/a/ariasjo01.shtml"">J. Arias</a>",TEX,21,12,11,4,6,0,7,1,1,0,0,.545,.583,.636,1.220,.533,0.00
"<a href=""https://www.baseball-reference.com/players/a/armasto02.shtml"">Tony Armas</a>",WAS,28,56,50,1,3,0,3,1,1,0,21,.060,.078,.060,.138,.066,-0.39
"<a href=""https://www.baseball-reference.com/players/a/arroybr01.shtml"">B. Arroyo</a>",CIN,29,94,81,5,9,2,18,6,3,0,31,.111,.143,.222,.365,.159,0.16
"<a href=""https://www.baseball-reference.com/players/a/asencmi01.shtml"">M. Asencio</a>",COL,25,3,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-0.04
"<a href=""https://www.baseball-reference.com/players/a/astacpe01.shtml"">P. Astacio</a>",WAS,37,34,25,2,5,0,5,0,0,0,8,.200,.259,.200,.459,.219,0.16
"<a href=""https://www.baseball-reference.com/players/a/atkinga01.shtml"">G. Atkins</a>",COL,26,695,602,117,198,29,335,120,79,4,76,.329,.409,.556,.965,.409,4.95
"<a href=""https://www.baseball-reference.com/players/a/aurilri01.shtml"">Rich Aurilia</a>",CIN,34,481,440,61,132,23,228,70,34,3,51,.300,.349,.518,.867,.368,1.40
"<a href=""https://www.baseball-reference.com/players/a/ausmubr01.shtml"">Brad Ausmus</a>",HOU,37,502,439,37,101,2,125,39,45,3,71,.230,.308,.285,.593,.271,-0.25
"<a href=""https://www.baseball-reference.com/players/a/aybarer01.shtml"">Erick Aybar</a>",LAA,22,40,40,5,10,0,13,2,0,1,8,.250,.250,.325,.575,.248,-0.17
"<a href=""https://www.baseball-reference.com/players/a/aybarwi01.shtml"">Willy Aybar</a>",2,23,278,243,32,68,4,98,30,28,1,36,.280,.364,.403,.767,.326,0.31
"<a href=""https://www.baseball-reference.com/players/b/backebr01.shtml"">B. Backe</a>",HOU,28,15,14,0,2,0,2,0,1,0,6,.143,.200,.143,.343,.166,-0.04
"<a href=""https://www.baseball-reference.com/players/b/bakerje03.shtml"">Jeff Baker</a>",COL,25,58,57,13,21,5,47,21,1,2,14,.368,.379,.825,1.204,.493,0.00
"<a href=""https://www.baseball-reference.com/players/b/bakersc02.shtml"">Scott Baker</a>",MIN,24,3,3,0,0,0,0,0,0,0,3,.000,.000,.000,.000,.000,-0.04
"<a href=""https://www.baseball-reference.com/players/b/bakopa01.shtml"">Paul Bako</a>",KCA,34,167,153,7,32,0,35,10,11,0,46,.209,.261,.229,.489,.226,-0.39
"<a href=""https://www.baseball-reference.com/players/b/baldero01.shtml"">R. Baldelli</a>",TBA,24,387,364,59,110,16,194,57,14,10,70,.302,.339,.533,.871,.368,3.19
"<a href=""https://www.baseball-reference.com/players/b/bannibr01.shtml"">B. Bannister</a>",NYN,25,13,12,2,4,0,7,2,0,0,3,.333,.333,.583,.917,.384,0.22
"<a href=""https://www.baseball-reference.com/players/b/barajro01.shtml"">Rod Barajas</a>",TEX,30,371,344,49,88,11,141,41,17,0,51,.256,.298,.410,.708,.307,0.00
"<a href=""https://www.baseball-reference.com/players/b/bardjo01.shtml"">Josh Bard</a>",2,28,284,249,30,83,9,130,40,30,1,42,.333,.404,.522,.926,.397,2.56
"<a href=""https://www.baseball-reference.com/players/b/barfijo02.shtml"">J. Barfield</a>",SDN,23,578,539,72,151,13,228,58,30,21,81,.280,.318,.423,.741,.315,3.05
"<a href=""https://www.baseball-reference.com/players/b/barkeke01.shtml"">Kevin Barker</a>",TOR,30,18,17,3,4,1,8,1,1,0,10,.235,.278,.471,.748,.317,0.00
"<a href=""https://www.baseball-reference.com/players/b/barmecl01.shtml"">Clint Barmes</a>",COL,27,535,478,57,105,7,160,56,22,5,72,.220,.264,.335,.598,.256,1.22
"<a href=""https://www.baseball-reference.com/players/b/barnwch01.shtml"">C. Barnwell</a>",MIL,27,31,30,2,2,0,2,1,1,1,6,.067,.097,.067,.163,.080,-0.48
"<a href=""https://www.baseball-reference.com/players/b/barremi01.shtml"">M. Barrett</a>",CHN,29,418,375,54,115,16,194,53,33,0,41,.307,.368,.517,.885,.377,2.35
"<a href=""https://www.baseball-reference.com/players/b/barryke01.shtml"">Kevin Barry</a>",ATL,27,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.03
"<a href=""https://www.baseball-reference.com/players/b/bartlja01.shtml"">J. Bartlett</a>",MIN,26,372,333,44,103,2,131,32,22,10,46,.309,.367,.393,.760,.336,2.84
"<a href=""https://www.baseball-reference.com/players/b/batismi01.shtml"">M. Batista</a>",ARI,35,72,60,3,6,0,7,4,2,0,31,.100,.127,.117,.244,.113,0.00
"<a href=""https://www.baseball-reference.com/players/b/batisto01.shtml"">Tony Batista</a>",MIN,32,195,178,24,42,5,69,21,15,0,27,.236,.303,.388,.690,.301,-0.60
