Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/abadan01.shtml"">Andy Abad</a>",BOS,30,19,17,1,2,0,2,0,2,0,5,.118,.211,.118,.328,.168,-0.32
"<a href=""https://www.baseball-reference.com/players/a/abernbr01.shtml"">B. Abernathy</a>",2,25,37,34,3,2,0,2,0,1,1,3,.059,.086,.059,.145,.071,-0.03
"<a href=""https://www.baseball-reference.com/players/a/abreubo01.shtml"">Bobby Abreu</a>",PHI,29,695,577,99,173,20,270,101,109,22,126,.300,.409,.468,.877,.379,0.00
"<a href=""https://www.baseball-reference.com/players/a/acevejo01.shtml"">Jose Acevedo</a>",CIN,25,11,9,0,0,0,0,0,0,0,5,.000,.000,.000,.000,.000,-0.09
"<a href=""https://www.baseball-reference.com/players/a/adamste01.shtml"">Terry Adams</a>",PHI,30,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.01
"<a href=""https://www.baseball-reference.com/players/a/affelje01.shtml"">J. Affeldt</a>",KCA,24,7,6,0,2,0,2,2,1,0,1,.333,.429,.333,.762,.355,0.00
"<a href=""https://www.baseball-reference.com/players/a/ainswku01.shtml"">K. Ainsworth</a>",2,24,26,22,0,1,0,1,0,0,0,7,.045,.045,.045,.091,.040,-0.27
"<a href=""https://www.baseball-reference.com/players/a/alfonan01.shtml"">A. Alfonseca</a>",CHN,31,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,0.02
"<a href=""https://www.baseball-reference.com/players/a/alfoned01.shtml"">E. Alfonzo</a>",SFN,29,586,514,56,133,13,201,81,58,5,41,.259,.334,.391,.726,.318,0.29
"<a href=""https://www.baseball-reference.com/players/a/allench01.shtml"">Chad Allen</a>",FLO,28,25,24,2,5,0,8,0,0,0,5,.208,.240,.333,.573,.249,0.01
"<a href=""https://www.baseball-reference.com/players/a/allenlu01.shtml"">Luke Allen</a>",COL,24,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.08
"<a href=""https://www.baseball-reference.com/players/a/almoned01.shtml"">E. Almonte</a>",NYN,26,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.04
"<a href=""https://www.baseball-reference.com/players/a/almoner01.shtml"">E. Almonte</a>",NYA,25,111,100,17,26,1,35,11,8,1,24,.260,.321,.350,.671,.301,-0.42
"<a href=""https://www.baseball-reference.com/players/a/almonhe01.shtml"">H. Almonte</a>",2,27,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.01
"<a href=""https://www.baseball-reference.com/players/a/alomaro01.shtml"">R. Alomar</a>",2,35,598,516,76,133,5,180,39,59,12,77,.258,.333,.349,.682,.294,-0.20
"<a href=""https://www.baseball-reference.com/players/a/alomasa02.shtml"">Sandy Alomar</a>",CHA,37,204,194,22,52,5,79,26,4,0,17,.268,.281,.407,.689,.296,0.00
"<a href=""https://www.baseball-reference.com/players/a/aloumo01.shtml"">Moises Alou</a>",CHN,36,638,565,83,158,22,261,91,63,3,67,.280,.357,.462,.819,.354,1.08
"<a href=""https://www.baseball-reference.com/players/a/alvarwi01.shtml"">W. Alvarez</a>",LAN,33,31,29,1,5,0,5,0,1,0,9,.172,.200,.172,.372,.172,-0.03
"<a href=""https://www.baseball-reference.com/players/a/amezaal01.shtml"">A. Amezaga</a>",ANA,25,120,105,15,22,2,35,7,9,2,23,.210,.278,.333,.612,.273,-0.13
"<a href=""https://www.baseball-reference.com/players/a/anderbr02.shtml"">B. Anderson</a>",2,31,2,1,0,0,0,0,0,1,0,0,.000,.500,.000,.500,.353,0.03
"<a href=""https://www.baseball-reference.com/players/a/anderga01.shtml"">G. Anderson</a>",ANA,31,673,638,80,201,29,345,116,31,6,83,.315,.345,.541,.885,.372,3.95
"<a href=""https://www.baseball-reference.com/players/a/anderji02.shtml"">J. Anderson</a>",CIN,27,13,9,1,1,0,1,0,2,0,4,.111,.273,.111,.384,.209,0.00
"<a href=""https://www.baseball-reference.com/players/a/anderma02.shtml"">M. Anderson</a>",TBA,29,535,482,59,130,6,181,67,41,19,60,.270,.328,.376,.703,.308,0.00
"<a href=""https://www.baseball-reference.com/players/a/appieke01.shtml"">Kevin Appier</a>",2,35,5,5,0,0,0,0,0,0,0,4,.000,.000,.000,.000,.000,-0.08
"<a href=""https://www.baseball-reference.com/players/a/armasto02.shtml"">Tony Armas</a>",MON,25,10,10,0,2,0,2,0,0,0,2,.200,.200,.200,.400,.178,0.00
"<a href=""https://www.baseball-reference.com/players/a/ashbyan01.shtml"">Andy Ashby</a>",LAN,35,17,14,0,0,0,0,0,0,0,8,.000,.000,.000,.000,.000,-0.23
"<a href=""https://www.baseball-reference.com/players/a/astacpe01.shtml"">P. Astacio</a>",NYN,34,14,11,1,1,0,1,0,0,0,2,.091,.091,.091,.182,.081,0.00
"<a href=""https://www.baseball-reference.com/players/a/atkinga01.shtml"">G. Atkins</a>",COL,23,73,69,6,11,0,13,4,3,0,14,.159,.205,.188,.394,.183,-1.13
"<a href=""https://www.baseball-reference.com/players/a/aurilri01.shtml"">Rich Aurilia</a>",SFN,31,545,505,65,140,13,207,58,36,2,82,.277,.325,.410,.735,.322,0.00
