Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/abadan01.shtml"">Andy Abad</a>",OAK,28,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-.03
"<a href=""https://www.baseball-reference.com/players/a/abbotje01.shtml"">Jeff Abbott</a>",FLO,28,46,42,5,11,0,14,5,3,0,7,.262,.326,.333,.659,.297,.03
"<a href=""https://www.baseball-reference.com/players/a/abbotku01.shtml"">Kurt Abbott</a>",ATL,32,9,9,0,2,0,2,0,0,1,3,.222,.222,.222,.444,.197,.16
"<a href=""https://www.baseball-reference.com/players/a/abbotpa01.shtml"">Paul Abbott</a>",SEA,33,5,4,0,1,0,1,0,0,0,1,.250,.250,.250,.500,.222,.00
"<a href=""https://www.baseball-reference.com/players/a/abernbr01.shtml"">Brent Abernathy</a>",TBA,23,335,304,43,82,5,116,33,27,8,35,.270,.328,.382,.710,.312,.00
"<a href=""https://www.baseball-reference.com/players/a/abreubo01.shtml"">Bobby Abreu</a>",PHI,27,704,588,118,170,31,319,110,106,36,137,.289,.393,.543,.936,.393,.00
"<a href=""https://www.baseball-reference.com/players/a/acevejo01.shtml"">Jose Acevedo</a>",CIN,23,36,34,1,4,0,5,1,0,0,18,.118,.118,.147,.265,.115,-.22
"<a href=""https://www.baseball-reference.com/players/a/aceveju01.shtml"">Juan Acevedo</a>",2,31,4,3,1,1,0,2,0,0,0,0,.333,.333,.667,1.000,.414,.09
"<a href=""https://www.baseball-reference.com/players/a/adamste01.shtml"">Terry Adams</a>",LAN,28,48,39,2,2,0,3,1,3,0,19,.051,.116,.077,.193,.099,-.18
"<a href=""https://www.baseball-reference.com/players/a/agbaybe01.shtml"">Benny Agbayani</a>",NYN,29,339,296,28,82,6,118,27,36,4,73,.277,.364,.399,.763,.339,.00
"<a href=""https://www.baseball-reference.com/players/a/alcanis01.shtml"">Israel Alcantara</a>",BOS,28,41,38,3,10,0,11,3,3,1,13,.263,.317,.289,.607,.277,-.32
"<a href=""https://www.baseball-reference.com/players/a/aldrico01.shtml"">Cory Aldridge</a>",ATL,22,5,5,1,0,0,0,0,0,0,4,.000,.000,.000,.000,.000,-.23
"<a href=""https://www.baseball-reference.com/players/a/alfoned01.shtml"">Edgardo Alfonzo</a>",NYN,27,519,457,64,111,17,184,49,51,5,62,.243,.322,.403,.725,.317,1.56
"<a href=""https://www.baseball-reference.com/players/a/alicelu01.shtml"">Luis Alicea</a>",KCA,35,418,387,44,106,4,142,32,23,8,56,.274,.320,.367,.687,.303,.25
"<a href=""https://www.baseball-reference.com/players/a/allench01.shtml"">Chad Allen</a>",MIN,26,195,175,20,46,4,75,20,19,1,37,.263,.333,.429,.762,.329,-.03
"<a href=""https://www.baseball-reference.com/players/a/almoner01.shtml"">Erick Almonte</a>",NYA,23,4,4,0,2,0,3,0,0,2,1,.500,.500,.750,1.250,.532,.08
"<a href=""https://www.baseball-reference.com/players/a/alomaro01.shtml"">Roberto Alomar</a>",CLE,33,677,575,113,193,20,311,100,80,30,71,.336,.415,.541,.956,.406,.00
"<a href=""https://www.baseball-reference.com/players/a/alomasa02.shtml"">Sandy Alomar</a>",CHA,35,239,220,17,54,4,76,21,12,1,17,.245,.288,.345,.634,.277,.00
"<a href=""https://www.baseball-reference.com/players/a/aloumo01.shtml"">Moises Alou</a>",HOU,34,581,513,79,170,27,284,108,57,5,57,.331,.396,.554,.949,.396,2.95
"<a href=""https://www.baseball-reference.com/players/a/anderbr01.shtml"">Brady Anderson</a>",BAL,37,501,430,50,87,8,129,45,60,12,77,.202,.311,.300,.611,.278,-.30
"<a href=""https://www.baseball-reference.com/players/a/anderbr02.shtml"">Brian Anderson</a>",ARI,29,37,37,1,5,0,8,2,0,0,9,.135,.135,.216,.351,.148,-.26
"<a href=""https://www.baseball-reference.com/players/a/anderga01.shtml"">Garret Anderson</a>",ANA,29,704,672,83,194,28,321,123,27,13,100,.289,.314,.478,.792,.334,2.71
"<a href=""https://www.baseball-reference.com/players/a/anderji02.shtml"">Jimmy Anderson</a>",PIT,25,69,59,2,7,0,8,3,4,0,15,.119,.175,.136,.310,.149,.00
"<a href=""https://www.baseball-reference.com/players/a/anderma02.shtml"">Marlon Anderson</a>",PHI,27,574,522,69,153,11,220,61,35,8,74,.293,.337,.421,.758,.326,.00
"<a href=""https://www.baseball-reference.com/players/a/ankieri01.shtml"">Rick Ankiel</a>",SLN,21,10,8,1,0,0,0,0,1,0,5,.000,.111,.000,.111,.078,.00
"<a href=""https://www.baseball-reference.com/players/a/appieke01.shtml"">Kevin Appier</a>",NYN,33,67,62,4,7,0,7,4,1,0,24,.113,.141,.113,.254,.119,-.11
"<a href=""https://www.baseball-reference.com/players/a/ariasal01.shtml"">Alex Arias</a>",SDN,33,158,137,19,31,2,46,12,17,1,22,.226,.312,.336,.648,.288,.07
"<a href=""https://www.baseball-reference.com/players/a/armasto02.shtml"">Tony Armas</a>",MON,23,59,53,2,8,0,9,4,0,0,17,.151,.151,.170,.321,.141,-.17
"<a href=""https://www.baseball-reference.com/players/a/arrojro01.shtml"">Rolando Arrojo</a>",BOS,35,4,4,0,0,0,0,0,0,0,3,.000,.000,.000,.000,.000,-.06
"<a href=""https://www.baseball-reference.com/players/a/arroybr01.shtml"">Bronson Arroyo</a>",PIT,24,23,21,0,1,0,1,1,1,0,16,.048,.087,.048,.135,.069,-.23
"<a href=""https://www.baseball-reference.com/players/a/ashbyan01.shtml"">Andy Ashby</a>",LAN,33,5,2,1,1,0,1,1,1,0,0,.500,.667,.500,1.167,.530,.14
"<a href=""https://www.baseball-reference.com/players/a/astacpe01.shtml"">Pedro Astacio</a>",2,32,64,53,2,5,0,5,3,0,0,17,.094,.094,.094,.189,.084,.00
"<a href=""https://www.baseball-reference.com/players/a/atchlju01.shtml"">Justin Atchley</a>",CIN,27,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-.02
"<a href=""https://www.baseball-reference.com/players/a/aurilri01.shtml"">Rich Aurilia</a>",SFN,29,689,636,114,206,37,364,97,47,1,83,.324,.369,.572,.941,.397,.00
"<a href=""https://www.baseball-reference.com/players/a/ausmubr01.shtml"">Brad Ausmus</a>",HOU,32,461,422,45,98,5,144,34,30,4,64,.232,.284,.341,.625,.269,.03
"<a href=""https://www.baseball-reference.com/players/a/avenbr01.shtml"">Bruce Aven</a>",LAN,29,26,24,3,8,1,13,2,0,0,5,.333,.385,.542,.926,.399,.16
"<a href=""https://www.baseball-reference.com/players/a/aybarma01.shtml"">Manny Aybar</a>",CHN,29,4,3,1,3,0,3,0,0,0,0,1.000,1.000,1.000,2.000,.887,.25
"<a href=""https://www.baseball-reference.com/players/b/baezbe01.shtml"">Benito Baez</a>",FLO,24,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-.02
"<a href=""https://www.baseball-reference.com/players/b/bagweje01.shtml"">Jeff Bagwell</a>",HOU,33,717,600,126,173,39,341,130,106,11,135,.288,.397,.568,.966,.407,5.85
"<a href=""https://www.baseball-reference.com/players/b/baineha01.shtml"">Harold Baines</a>",CHA,42,94,84,3,11,0,12,6,8,0,16,.131,.202,.143,.345,.167,-1.19
"<a href=""https://www.baseball-reference.com/players/b/bakopa01.shtml"">Paul Bako</a>",ATL,29,157,137,19,29,2,47,15,20,1,34,.212,.312,.343,.655,.289,-.11
"<a href=""https://www.baseball-reference.com/players/b/baldwja01.shtml"">James Baldwin</a>",2,29,29,28,0,2,0,3,1,0,0,13,.071,.071,.107,.179,.076,-.22
"<a href=""https://www.baseball-reference.com/players/b/barajro01.shtml"">Rod Barajas</a>",ARI,25,110,106,9,17,3,29,9,4,0,26,.160,.191,.274,.464,.202,.00
"<a href=""https://www.baseball-reference.com/players/b/barkean01.shtml"">Andy Barkett</a>",PIT,26,51,46,5,14,1,19,3,4,1,7,.304,.373,.413,.786,.341,.15
"<a href=""https://www.baseball-reference.com/players/b/barkegl01.shtml"">Glen Barker</a>",HOU,30,30,24,12,2,0,2,1,3,4,6,.083,.233,.083,.317,.178,-.40
"<a href=""https://www.baseball-reference.com/players/b/barnejo01.shtml"">John Barnes</a>",MIN,25,23,21,1,1,0,1,0,1,0,3,.048,.130,.048,.178,.101,-.31
"<a href=""https://www.baseball-reference.com/players/b/barnela01.shtml"">Larry Barnes</a>",ANA,26,41,40,2,4,1,7,2,1,0,9,.100,.122,.175,.297,.130,-.60
"<a href=""https://www.baseball-reference.com/players/b/barremi01.shtml"">Michael Barrett</a>",MON,24,506,472,42,118,6,173,38,25,2,54,.250,.289,.367,.655,.284,-1.17
"<a href=""https://www.baseball-reference.com/players/b/barteki01.shtml"">Kimera Bartee</a>",COL,28,19,15,0,0,0,0,1,2,0,5,.000,.158,.000,.158,.080,-.35
"<a href=""https://www.baseball-reference.com/players/b/batismi01.shtml"">Miguel Batista</a>",ARI,30,36,32,2,2,0,2,0,2,0,17,.062,.118,.062,.180,.094,.00
"<a href=""https://www.baseball-reference.com/players/b/batisto01.shtml"">Tony Batista</a>",2,27,622,579,70,138,25,252,87,32,5,113,.238,.280,.435,.715,.296,-.09
"<a href=""https://www.baseball-reference.com/players/b/bautida01.shtml"">Danny Bautista</a>",ARI,29,239,222,26,67,5,97,26,14,3,31,.302,.346,.437,.783,.339,.67
"<a href=""https://www.baseball-reference.com/players/b/beckejo02.shtml"">Josh Beckett</a>",FLO,21,9,7,1,2,0,3,0,0,0,1,.286,.286,.429,.714,.304,.12
"<a href=""https://www.baseball-reference.com/players/b/beckro01.shtml"">Rod Beck</a>",BOS,32,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-.01
"<a href=""https://www.baseball-reference.com/players/b/beimejo01.shtml"">Joe Beimel</a>",PIT,24,31,26,3,7,0,7,0,1,0,10,.269,.296,.269,.566,.256,.00
"<a href=""https://www.baseball-reference.com/players/b/belitto01.shtml"">Todd Belitz</a>",COL,25,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-.02
"<a href=""https://www.baseball-reference.com/players/b/bellda01.shtml"">David Bell</a>",SEA,28,510,470,62,122,15,195,64,28,2,59,.260,.303,.415,.718,.309,.00
"<a href=""https://www.baseball-reference.com/players/b/bellde01.shtml"">Derek Bell</a>",PIT,32,183,156,14,27,5,45,13,25,0,38,.173,.287,.288,.576,.253,-1.22
"<a href=""https://www.baseball-reference.com/players/b/bellhma01.shtml"">Mark Bellhorn</a>",OAK,26,82,74,11,10,1,18,4,7,0,37,.135,.210,.243,.453,.205,-.74
"<a href=""https://www.baseball-reference.com/players/b/bellicl01.shtml"">Clay Bellinger</a>",NYA,32,88,81,12,13,5,31,12,4,1,23,.160,.207,.383,.590,.248,-.47
"<a href=""https://www.baseball-reference.com/players/b/belliro01.shtml"">Ronnie Belliard</a>",MIL,26,410,364,69,96,11,165,36,35,5,65,.264,.335,.453,.788,.339,.00
"<a href=""https://www.baseball-reference.com/players/b/bellja01.shtml"">Jay Bell</a>",ARI,35,509,428,59,106,13,171,46,65,0,79,.248,.349,.400,.749,.329,.39
"<a href=""https://www.baseball-reference.com/players/b/bellro01.shtml"">Rob Bell</a>",2,24,10,7,0,1,0,1,0,1,0,4,.143,.250,.143,.393,.199,.02
"<a href=""https://www.baseball-reference.com/players/b/beltrad01.shtml"">Adrian Beltre</a>",LAN,22,515,475,59,126,13,195,60,28,13,82,.265,.310,.411,.720,.311,.83
"<a href=""https://www.baseball-reference.com/players/b/beltrca01.shtml"">Carlos Beltran</a>",KCA,24,680,617,106,189,24,317,101,52,31,120,.306,.362,.514,.876,.373,.00
"<a href=""https://www.baseball-reference.com/players/b/benarma01.shtml"">Marvin Benard</a>",SFN,30,429,392,70,104,15,172,44,29,10,66,.265,.320,.439,.759,.326,.96
"<a href=""https://www.baseball-reference.com/players/b/benesal01.shtml"">Alan Benes</a>",SLN,29,2,2,1,1,0,1,0,0,0,0,.500,.500,.500,1.000,.444,.04
"<a href=""https://www.baseball-reference.com/players/b/benesan01.shtml"">Andy Benes</a>",SLN,33,35,32,1,5,0,8,4,1,0,15,.156,.182,.250,.432,.188,.00
"<a href=""https://www.baseball-reference.com/players/b/benitar01.shtml"">Armando Benitez</a>",NYN,28,1,1,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,.00
"<a href=""https://www.baseball-reference.com/players/b/bennega01.shtml"">Gary Bennett</a>",3,29,148,131,15,32,2,46,10,12,0,24,.244,.308,.351,.659,.271,.17
"<a href=""https://www.baseball-reference.com/players/b/bereja01.shtml"">Jason Bere</a>",CHN,30,69,62,2,12,0,16,2,0,0,18,.194,.194,.258,.452,.195,.19
"<a href=""https://www.baseball-reference.com/players/b/bergda01.shtml"">Dave Berg</a>",FLO,30,235,215,26,52,4,78,16,14,0,39,.242,.292,.363,.655,.287,-.06
"<a href=""https://www.baseball-reference.com/players/b/bergebr01.shtml"">Brandon Berger</a>",KCA,26,18,16,4,5,2,14,2,2,0,2,.312,.389,.875,1.264,.503,.25
"<a href=""https://www.baseball-reference.com/players/b/bergepe01.shtml"">Peter Bergeron</a>",MON,23,416,375,53,79,3,107,16,28,10,87,.211,.275,.285,.560,.251,-1.94
"<a href=""https://www.baseball-reference.com/players/b/berkmla01.shtml"">Lance Berkman</a>",HOU,25,688,577,110,191,34,358,126,92,7,121,.331,.430,.620,1.051,.440,6.50
"<a href=""https://www.baseball-reference.com/players/b/berroan01.shtml"">Angel Berroa</a>",KCA,23,56,53,8,16,0,18,4,3,2,10,.302,.339,.340,.679,.304,.00
"<a href=""https://www.baseball-reference.com/players/b/betemwi01.shtml"">Wilson Betemit</a>",ATL,19,5,3,1,0,0,0,0,2,1,3,.000,.400,.000,.400,.282,.00
"<a href=""https://www.baseball-reference.com/players/b/bicheda01.shtml"">Dante Bichette</a>",BOS,37,415,391,45,112,12,180,49,20,2,76,.286,.325,.460,.786,.337,.50
"<a href=""https://www.baseball-reference.com/players/b/biddlro01.shtml"">Rocky Biddle</a>",CHA,25,2,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-.03
"<a href=""https://www.baseball-reference.com/players/b/bierbni01.shtml"">Nick Bierbrodt</a>",2,23,10,6,3,4,0,5,0,2,0,0,.667,.750,.833,1.583,.619,.35
"<a href=""https://www.baseball-reference.com/players/b/bigbila01.shtml"">Larry Bigbie</a>",BAL,23,149,131,15,30,2,42,11,17,4,42,.229,.318,.321,.638,.287,-.04
"<a href=""https://www.baseball-reference.com/players/b/biggicr01.shtml"">Craig Biggio</a>",HOU,35,717,617,118,180,20,281,70,66,7,100,.292,.382,.455,.838,.365,3.27
"<a href=""https://www.baseball-reference.com/players/b/blairwi01.shtml"">Willie Blair</a>",DET,35,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-.03
