Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/abbotje01.shtml"">Jeff Abbott</a>",CHA,27,241,215,31,59,3,85,29,21,2,38,.274,.343,.395,.738,.328,-0.29
"<a href=""https://www.baseball-reference.com/players/a/abbotku01.shtml"">Kurt Abbott</a>",NYN,31,173,157,22,34,6,61,12,14,1,51,.217,.283,.389,.672,.289,-0.41
"<a href=""https://www.baseball-reference.com/players/a/abbotpa01.shtml"">Paul Abbott</a>",SEA,32,6,5,1,2,0,3,0,0,0,1,.400,.400,.600,1.000,.429,0.00
"<a href=""https://www.baseball-reference.com/players/a/abreubo01.shtml"">Bobby Abreu</a>",PHI,26,680,576,103,182,25,319,79,100,28,116,.316,.416,.554,.970,.413,0.00
"<a href=""https://www.baseball-reference.com/players/a/aceveju01.shtml"">Juan Acevedo</a>",MIL,30,2,1,1,0,0,0,0,1,0,1,.000,.500,.000,.500,.361,0.04
"<a href=""https://www.baseball-reference.com/players/a/adamste01.shtml"">Terry Adams</a>",LAN,27,3,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.04
"<a href=""https://www.baseball-reference.com/players/a/agbaybe01.shtml"">B. Agbayani</a>",NYN,28,414,350,59,101,15,167,60,54,5,68,.289,.391,.477,.868,.380,0.00
"<a href=""https://www.baseball-reference.com/players/a/alcanis01.shtml"">I. Alcantara</a>",BOS,27,48,45,9,13,4,26,7,3,0,7,.289,.333,.578,.911,.383,0.28
"<a href=""https://www.baseball-reference.com/players/a/alexama02.shtml"">M. Alexander</a>",BOS,29,209,194,30,41,4,63,19,13,2,41,.211,.261,.325,.586,.260,-0.71
"<a href=""https://www.baseball-reference.com/players/a/alfoned01.shtml"">E. Alfonzo</a>",NYN,26,650,544,109,176,25,295,94,95,3,70,.324,.425,.542,.967,.418,6.42
"<a href=""https://www.baseball-reference.com/players/a/alicelu01.shtml"">Luis Alicea</a>",TEX,34,618,540,85,159,6,218,63,59,1,75,.294,.365,.404,.769,.342,1.07
"<a href=""https://www.baseball-reference.com/players/a/allench01.shtml"">Chad Allen</a>",MIN,25,55,50,2,15,0,18,7,3,0,14,.300,.345,.360,.705,.317,-0.07
"<a href=""https://www.baseball-reference.com/players/a/allendu01.shtml"">Dusty Allen</a>",2,27,32,28,5,7,2,15,2,4,0,12,.250,.344,.536,.879,.374,-0.28
"<a href=""https://www.baseball-reference.com/players/a/almanar01.shtml"">A. Almanza</a>",FLO,27,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.03
"<a href=""https://www.baseball-reference.com/players/a/almanca01.shtml"">C. Almanzar</a>",SDN,26,3,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-0.06
"<a href=""https://www.baseball-reference.com/players/a/alomaro01.shtml"">R. Alomar</a>",CLE,32,697,610,111,189,19,290,89,64,39,82,.310,.378,.475,.853,.371,0.00
"<a href=""https://www.baseball-reference.com/players/a/alomasa02.shtml"">Sandy Alomar</a>",CLE,34,384,356,44,103,7,144,42,16,2,41,.289,.324,.404,.728,.318,0.00
"<a href=""https://www.baseball-reference.com/players/a/aloumo01.shtml"">Moises Alou</a>",HOU,33,517,454,82,161,30,283,114,52,3,45,.355,.416,.623,1.039,.435,2.62
"<a href=""https://www.baseball-reference.com/players/a/alvarcl01.shtml"">C. Alvarez</a>",PHI,32,5,5,1,1,0,1,0,0,0,1,.200,.200,.200,.400,.180,-0.06
"<a href=""https://www.baseball-reference.com/players/a/alvarga01.shtml"">Gabe Alvarez</a>",2,26,17,14,1,2,0,3,0,3,0,2,.143,.294,.214,.508,.254,-0.26
"<a href=""https://www.baseball-reference.com/players/a/amarari01.shtml"">Rich Amaral</a>",BAL,38,67,60,10,13,0,16,6,7,6,8,.217,.299,.267,.565,.265,-0.20
"<a href=""https://www.baseball-reference.com/players/a/anderbr01.shtml"">B. Anderson</a>",BAL,36,618,506,89,130,19,213,50,92,16,103,.257,.375,.421,.796,.353,1.86
"<a href=""https://www.baseball-reference.com/players/a/anderbr02.shtml"">B. Anderson</a>",ARI,28,81,69,4,13,0,16,4,1,0,10,.188,.194,.232,.426,.187,-0.08
