playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
aaronha01,1974,1,ATL,NL,112,340,47,91,16,0,20,69,1,0,39,29,6,0,1,2,6
abbotgl01,1974,1,OAK,AL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acostcy01,1974,1,CHA,AL,27,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
akerja01,1974,1,ATL,NL,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
akerja01,1974,2,NYN,NL,24,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
alburvi01,1974,1,MIN,AL,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alexado01,1974,1,BAL,AL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alexama01,1974,1,CHN,NL,45,54,15,11,2,1,0,0,8,4,12,12,1,1,7,0,2
allendi01,1974,1,CHA,AL,128,462,84,139,23,1,32,88,7,1,57,89,9,1,0,5,16
allenll01,1974,1,TEX,AL,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenll01,1974,2,CHA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonbi01,1974,1,SDN,NL,16,38,4,12,1,0,0,3,1,0,2,9,0,0,0,0,0
alomasa01,1974,1,CAL,AL,46,54,12,12,0,1,0,1,2,0,2,8,0,0,1,0,1
alomasa01,1974,2,NYA,AL,76,279,35,75,8,0,1,27,6,4,14,25,0,0,4,2,6
aloufe01,1974,1,ML4,AL,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
alouje01,1974,1,OAK,AL,96,220,13,59,8,0,2,15,0,0,5,9,1,2,3,2,9
alouma01,1974,1,SDN,NL,48,81,8,16,3,0,0,3,0,0,5,6,1,0,1,1,3
alvarlu01,1974,1,CHA,AL,8,10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
alvarlu01,1974,2,SLN,NL,17,36,3,5,2,0,0,1,0,0,2,6,0,0,1,1,1
alvarlu01,1974,3,CLE,AL,61,114,12,25,2,0,0,12,1,1,6,14,0,0,4,1,3
alvaror01,1974,1,LAN,NL,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anderdw01,1974,1,CLE,AL,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
anderla01,1974,1,ML4,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andermi01,1974,1,PHI,NL,145,395,35,99,22,2,5,34,2,1,37,75,13,0,0,3,14
apodabo01,1974,1,NYN,NL,35,25,2,3,2,0,0,2,0,0,3,6,0,0,1,1,0
arlinst01,1974,1,SDN,NL,16,18,0,2,1,0,0,0,0,0,0,7,0,0,1,0,1
arlinst01,1974,2,CLE,AL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armbred01,1974,1,CIN,NL,9,7,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0
arnolch01,1974,1,SFN,NL,78,174,22,42,7,3,1,26,1,1,15,27,1,1,0,2,1
ashbyal01,1974,1,CLE,AL,10,7,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0
auerbri01,1974,1,LAN,NL,45,73,12,25,0,0,1,4,4,2,8,9,0,0,1,0,4
augusda01,1974,1,PIT,NL,18,22,3,4,0,0,0,0,0,1,0,5,0,0,0,0,1
ayalabe01,1974,1,NYN,NL,23,68,9,16,1,0,2,8,0,0,7,17,0,1,0,2,3
bahnsst01,1974,1,CHA,AL,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bailebo01,1974,1,MON,NL,152,507,69,142,20,2,20,73,4,7,100,107,9,1,1,5,22
bakerdu01,1974,1,ATL,NL,149,574,80,147,35,0,20,69,18,7,71,87,9,1,3,7,12
bakerfr03,1974,1,BAL,AL,24,29,3,5,1,0,0,0,0,0,3,5,0,0,0,0,1
