scalerank,natscale,labelrank,featurecla,name,namepar,namealt,diffascii,nameascii,adm0cap,capalt,capin,worldcity,megacity,sov0name,sov_a3,adm0name,adm0_a3,adm1name,iso_a2,note,latitude,longitude,changed,namediff,diffnote,pop_max,pop_min,pop_other,rank_max,rank_min,geonameid,meganame,ls_name,ls_match,checkme,min_zoom,ne_id
10,1,8,Admin-1 capital,Colonia del Sacramento,,,0,Colonia del Sacramento,0,0,,0,0,Uruguay,URY,Uruguay,URY,Colonia,UY,,-34.4799990054,-57.8400024734,4,1,Added missing admin-1 capital. Population from GeoNames.,21714,21714,0,7,7,3443013,,,0,0,9,1159112629
10,1,8,Admin-1 capital,Trinidad,,,0,Trinidad,0,0,,0,0,Uruguay,URY,Uruguay,URY,Flores,UY,,-33.5439989374,-56.9009965602,4,1,Added missing admin-1 capital. Population from GeoNames.,21093,21093,0,7,7,3439749,,,0,0,9,1159112647
10,1,8,Admin-1 capital,Fray Bentos,,,0,Fray Bentos,0,0,,0,0,Uruguay,URY,Uruguay,URY,Río Negro,UY,,-33.1389990288,-58.3039974719,4,1,Added missing admin-1 capital. Population from GeoNames.,23279,23279,0,7,7,3442568,,,0,0,9,1159112663
10,1,8,Admin-1 capital,Canelones,,,0,Canelones,0,0,,0,0,Uruguay,URY,Uruguay,URY,Canelones,UY,,-34.5380040067,-56.2840014932,4,1,Added missing admin-1 capital. Population from GeoNames.,19698,19698,0,6,6,3443413,,,0,0,9,1159112679
10,1,8,Admin-1 capital,Florida,,,0,Florida,0,0,,0,0,Uruguay,URY,Uruguay,URY,Florida,UY,,-34.0990020052,-56.214998448,4,1,Added missing admin-1 capital. Population from GeoNames.,32234,32234,0,7,7,3442585,,,0,0,7,1159112703
10,1,8,Admin-1 capital,Bassar,,,0,Bassar,0,0,,0,0,Togo,TGO,Togo,TGO,Kara,TG,,9.26100006832,0.78900357378,4,1,Added missing admin-1 capital. Population from GeoNames.,61845,61845,0,8,8,2367568,,,0,0,9,1159112719
10,1,8,Admin-1 capital,Sotouboua,,,0,Sotouboua,0,0,,0,0,Togo,TGO,Togo,TGO,Centre,TG,,8.55700213306,0.98499646233,4,1,Added missing admin-1 capital. Population from GeoNames.,21054,21054,0,7,7,2364079,,,0,0,7,1159112735
10,1,7,Admin-1 capital,Medenine,,,0,Medenine,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,MUdenine,TN,,33.3999990025,10.4166995576,4,1,Added missing admin-1 capital.,61705,61705,0,8,8,-1,,,0,0,6.1,1159112749
10,1,7,Admin-1 capital,Kebili,,,0,Kebili,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Kebili,TN,,33.6899970349,8.9710025379,4,1,Added missing admin-1 capital. Population from GeoNames.,19875,19875,0,6,6,2468018,,,0,0,9,1159112765
10,1,7,Admin-1 capital,Tataouine,,,0,Tataouine,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Tataouine,TN,,33.0000031543,10.4667035894,4,1,Added missing admin-1 capital. Population from GeoNames.,62577,62577,0,8,8,2464701,,,0,0,9,1159112779
10,1,7,Admin-1 capital,L'Ariana,,,0,L'Ariana,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Manubah,TN,,36.8666731534,10.1999975475,4,1,Added missing admin-1 capital.,97687,97687,0,8,8,2473247,,,0,0,8,1159112795
10,1,7,Admin-1 capital,Jendouba,,,0,Jendouba,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Jendouba,TN,,36.5000040594,8.74999861458,4,1,Added missing admin-1 capital. Population from GeoNames.,51408,51408,0,8,8,2470088,,,0,0,9,1159112811
10,1,7,Admin-1 capital,Kasserine,,,0,Kasserine,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Kasssrine,TN,,35.2167031048,8.71669850332,4,1,Added missing admin-1 capital.,76243,76243,0,8,8,-1,,,0,0,9,1159112827
10,1,7,Admin-1 capital,Sdid Bouzid,,,0,Sdid Bouzid,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Sidi Bou Zid,TN,,35.0166960791,9.50000448226,4,1,Added missing admin-1 capital. Population from GeoNames.,42098,42098,0,7,7,2465840,,,0,0,7,1159112843
10,1,7,Admin-1 capital,Siliana,,,0,Siliana,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Siliana,TN,,36.0833041252,9.38330159966,4,1,Added missing admin-1 capital. Population from GeoNames.,26960,26960,0,7,7,2465030,,,0,0,9,1159112859
10,1,7,Admin-1 capital,Mahdia,,,0,Mahdia,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Mahdia,TN,,35.4839130445,11.0408766153,4,1,Added missing admin-1 capital.,45977,45977,0,7,7,-1,,,0,0,8,1159112873
10,1,7,Admin-1 capital,Monastir,,,0,Monastir,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Monastir,TN,,35.7307021352,10.7672945619,4,1,Added missing admin-1 capital.,71546,41400,0,8,7,2473493,,,0,0,7,1159112893
10,1,7,Admin-1 capital,Zaghouan,,,0,Zaghouan,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Zaghouan,TN,,36.3999961613,10.1469966066,4,1,Added missing admin-1 capital. Population from GeoNames.,16911,16911,0,6,6,2464041,,,0,0,9,1159112913
10,1,5,Admin-1 capital,Tây Ninh,,,0,Tay Ninh,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Tây Ninh,VN,,11.3229991094,106.146999683,4,1,Added missing admin-1 capital. Population from GeoNames.,126370,126370,0,9,9,1566559,,,0,0,8,1159112935
10,1,5,Admin-1 capital,Luan Chau,,,0,Luan Chau,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Vi?n Bi,VN,,21.7400039919,103.34300468,4,1,Added missing admin-1 capital.,7335,7335,0,5,5,-1,,,0,0,8,1159112955
10,1,5,Admin-1 capital,Bắc Kạn,,,0,Bac Kan,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Ðông B?c,VN,,22.1333333,105.8333333,4,0,Added missing admin-1 capital round B. Population from GeoNames.,29227,29227,0,7,7,1591538,,,0,0,9,1159112975
10,1,5,Admin-1 capital,Lạng Sơn,,,0,Lang Son,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,L?ng Son,VN,,21.845997103,106.757001576,4,1,Added missing admin-1 capital. Population from GeoNames.,148000,148000,0,9,9,1576633,,,0,0,9,1159112987
10,1,5,Admin-1 capital,Sơn La,,,0,Son La,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Son La,VN,,21.3280021387,103.910004651,4,1,Added missing admin-1 capital. Population from GeoNames.,19054,19054,0,6,6,1567681,,,0,0,8,1159113001
10,1,5,Admin-1 capital,Tuyên Quang,,,0,Tuyen Quang,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Tuyên Quang,VN,,21.8179980953,105.210999615,4,1,Added missing admin-1 capital. Population from GeoNames.,36430,36430,0,7,7,1563287,,,0,0,9,1159113019
10,1,5,Admin-1 capital,Yên Bái,,,0,Yen Bai,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Yên Bái,VN,,21.7050030395,104.875002586,4,1,Added missing admin-1 capital. Population from GeoNames.,96540,96540,0,8,8,1560349,,,0,0,8,1159113041
10,1,5,Admin-1 capital,Hai Duong,,,0,Hai Duong,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,H?i Duong,VN,,20.9420010782,106.331004604,4,1,Added missing admin-1 capital. Population from GeoNames.,58030,58030,0,8,8,1581326,,,0,0,9,1159113057
10,1,5,Admin-1 capital,Thái Bình,,,0,Thai Binh,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,ThMi Bmnh,VN,,20.4503041151,106.333029628,4,1,Added missing admin-1 capital.,210000,210000,0,10,10,1566346,,,0,0,8,1159113073
10,1,5,Admin-1 capital,Tuy Hòa,,,0,Tuy Hoa,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Phú Yên,VN,,13.0820040243,109.315998684,4,1,Added missing admin-1 capital. Population from GeoNames.,69596,69596,0,8,8,1563281,,,0,0,7,1159113089
10,1,5,Admin-1 capital,Thu Dau Mot,,,0,Thu Dau Mot,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Bình Duong,VN,,10.9690740774,106.652745547,4,1,Added missing admin-1 capital. Population from GeoNames.,244277,244277,0,10,10,1565022,,,0,0,9,1159113099
10,1,5,Admin-1 capital,Đông Hà,,,0,Dong Ha,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Qu?ng Tr?,VN,,16.8499981032,107.133300661,4,1,Added missing admin-1 capital. Population from GeoNames.,17662,17662,0,6,6,1582926,,,0,0,9,1159113119
10,1,5,Admin-1 capital,Cao Lãnh,,,0,Cao Lanh,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Ð?ng Tháp,VN,,10.4670001305,105.635997562,4,1,Added missing admin-1 capital. Population from GeoNames.,149837,149837,0,9,9,1586151,,,0,0,9,1159113135
10,1,5,Admin-1 capital,Truc Giang,,,0,Truc Giang,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,B?n Tre,VN,,10.2349979978,106.374996615,4,1,Added missing admin-1 capital. Population from GeoNames.,59442,59442,0,8,8,1587976,,,0,0,8,1159113149
10,1,5,Admin-1 capital,Tra Vinh,,,0,Tra Vinh,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,TrM Vinh,VN,,9.93400208679,106.334001679,4,1,Added missing admin-1 capital.,131360,131360,0,9,9,1563926,,,0,0,8,1159113161
10,1,5,Admin-1 capital,Vĩnh Long,,,0,Vinh Long,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Vinh Long,VN,,10.256003997,105.964002557,4,1,Added missing admin-1 capital. Population from GeoNames.,103314,103314,0,9,9,1562693,,,0,0,9,1159113175
10,1,5,Admin-1 capital,Cao Bằng,,,0,Cao Bang,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Cao B?ng,VN,,22.663998055,106.268004644,4,1,Added missing admin-1 capital. Population from GeoNames.,41112,41112,0,7,7,1586185,,,0,0,8,1159113189
10,1,8,Admin-1 capital,Yoro,,,0,Yoro,0,0,,0,0,Honduras,HND,Honduras,HND,Yoro,HN,,15.059997106,-87.2900005384,4,1,Added missing admin-1 capital. Population from GeoNames.,15774,15774,0,6,6,3600195,,,0,0,9,1159113205
10,1,8,Admin-1 capital,La Esperanza,,,0,La Esperanza,0,0,,0,0,Honduras,HND,Honduras,HND,Intibucá,HN,,14.3330040579,-88.1666995372,4,1,Added missing admin-1 capital. Population from GeoNames.,5318,5318,0,5,5,3607966,,,0,0,9,1159113221
10,1,8,Admin-1 capital,La Paz,,,0,La Paz,0,0,,0,0,Honduras,HND,Honduras,HND,La Paz,HN,,14.3199990281,-87.6840025685,4,1,Added missing admin-1 capital. Population from GeoNames.,17555,17555,0,6,6,3607254,,,0,0,9,1159113237
10,1,8,Admin-1 capital,Santa Bárbara,,,0,Santa Barbara,0,0,,0,0,Honduras,HND,Honduras,HND,Santa Bárbara,HN,,14.9190030426,-88.2359996256,4,1,Added missing admin-1 capital. Population from GeoNames.,15119,15119,0,6,6,3601691,,,0,0,9,1159113253
10,1,8,Admin-1 capital,Gracias,,,0,Gracias,0,0,,0,0,Honduras,HND,Honduras,HND,Lempira,HN,,14.583303057,-88.5833005122,4,1,Added missing admin-1 capital. Population from GeoNames.,7909,7909,0,5,5,3609586,,,0,0,9,1159113269
10,1,8,Admin-1 capital,Nueva Ocotepeque,,,0,Nueva Ocotepeque,0,0,,0,0,Honduras,HND,Honduras,HND,Ocotepeque,HN,,14.4369991194,-89.1819985474,4,1,Added missing admin-1 capital. Population from GeoNames.,8780,8780,0,5,5,3604384,,,0,0,9,1159113283
10,1,8,Admin-1 capital,Yuscarán,,,0,Yuscaran,0,0,,0,0,Honduras,HND,Honduras,HND,El Paraíso,HN,,13.9439969867,-86.850998537,4,1,Added missing admin-1 capital. Population from GeoNames.,2371,2371,0,4,4,3600165,,,0,0,9,1159113299
10,1,8,Admin-1 capital,Jérémie,,,0,Jeremie,0,0,,0,0,Haiti,HTI,Haiti,HTI,Grand'Anse,HT,,18.6339347272,-74.1184252634,4,1,Added missing admin-1 capital. Population from GeoNames.,30917,30917,0,7,7,3723593,,,0,0,7,1159113315
10,1,8,Admin-1 capital,Port-De-Paix,,,0,Port-De-Paix,0,0,,0,0,Haiti,HTI,Haiti,HTI,Nord-Ouest,HT,,19.9317600761,-72.8294845231,4,1,Added missing admin-1 capital. Population from GeoNames.,34657,34657,0,7,7,3740016,,,0,0,7,1159113331
10,1,8,Admin-1 capital,Hinche,,,0,Hinche,0,0,,0,0,Haiti,HTI,Haiti,HTI,Centre,HT,,19.1430000867,-72.0039956011,4,1,Added missing admin-1 capital. Population from GeoNames.,18590,18590,0,6,6,3723841,,,0,0,9,1159113347
10,1,8,Admin-1 capital,Fort-Liberté,,,0,Fort-Liberte,0,0,,0,0,Haiti,HTI,Haiti,HTI,Nord-Est,HT,,19.6655670335,-71.8448395405,4,1,Added missing admin-1 capital. Population from GeoNames.,11465,11465,0,6,6,3725170,,,0,0,9,1159113361
10,1,8,Admin-1 capital,Jacmel,,,0,Jacmel,0,0,,0,0,Haiti,HTI,Haiti,HTI,Sud-Est,HT,,18.2349990264,-72.5370025809,4,1,Added missing admin-1 capital. Population from GeoNames.,33563,33563,0,7,7,3723779,,,0,0,7,1159113371
10,1,5,Admin-1 capital,Kırklareli,,,0,Kirklareli,0,0,,0,0,Turkey,TUR,Turkey,TUR,Kirklareli,TR,,41.7429991699,27.2259996157,4,1,Added missing admin-1 capital. Population from GeoNames.,58223,58223,0,8,8,743166,,,0,0,7,1159113387
10,1,5,Admin-1 capital,Bilecik,,,0,Bilecik,0,0,,0,0,Turkey,TUR,Turkey,TUR,Bilecik,TR,,40.1499990223,29.9829965977,4,1,Added missing admin-1 capital. Population from GeoNames.,40285,40285,0,7,7,750598,,,0,0,7,1159113409
10,1,5,Admin-1 capital,Sakarya,,,0,Sakarya,0,0,,0,0,Turkey,TUR,Turkey,TUR,Sakarya,TR,,40.7666611361,30.4000025112,4,1,Added missing admin-1 capital. Population from GeoNames.,286787,286787,0,10,10,752850,,,0,0,7,1159113425
10,1,5,Admin-1 capital,Kastamonu,,,0,Kastamonu,0,0,,0,0,Turkey,TUR,Turkey,TUR,Kastamonu,TR,,41.3890021526,33.7830034905,4,1,Added missing admin-1 capital. Population from GeoNames.,70402,70402,0,8,8,743882,,,0,0,7,1159113441
10,1,5,Admin-1 capital,Burdur,,,0,Burdur,0,0,,0,0,Turkey,TUR,Turkey,TUR,Burdur,TR,,37.7166601109,30.2833355385,4,1,Added missing admin-1 capital. Population from GeoNames.,66158,66158,0,8,8,320392,,,0,0,7,1159113457
10,1,5,Admin-1 capital,Kırşehir,,,0,Kirsehir,0,0,,0,0,Turkey,TUR,Turkey,TUR,Kirsehir,TR,,39.1419991654,34.1710026008,4,1,Added missing admin-1 capital. Population from GeoNames.,94336,94336,0,8,8,307515,,,0,0,7,1159113471
10,1,5,Admin-1 capital,Nevşehir,,,0,Nevsehir,0,0,,0,0,Turkey,TUR,Turkey,TUR,Nevsehir,TR,,38.6240040356,34.7239985173,4,1,Added missing admin-1 capital. Population from GeoNames.,75527,75527,0,8,8,303831,,,0,0,7,1159113485
10,1,5,Admin-1 capital,Antioch,,,0,Antioch,0,0,,0,0,Turkey,TUR,Turkey,TUR,Hatay,TR,,36.2333340929,36.1166765584,4,1,Added missing admin-1 capital. Population from GeoNames.,154803,154803,0,9,9,323779,,,0,0,9,1159113499
10,1,5,Admin-1 capital,Giresun,,,0,Giresun,0,0,,0,0,Turkey,TUR,Turkey,TUR,Giresun,TR,,40.9130011491,38.3900045207,4,1,Added missing admin-1 capital. Population from GeoNames.,98864,98864,0,8,8,746881,,,0,0,7,1159113515
10,1,5,Admin-1 capital,Sinop,,,0,Sinop,0,0,,0,0,Turkey,TUR,Turkey,TUR,Sinop,TR,,42.0229980177,35.1530014997,4,1,Added missing admin-1 capital. Population from GeoNames.,34834,34834,0,7,7,739600,,,0,0,6.1,1159113529
10,1,5,Admin-1 capital,Tokat,,,0,Tokat,0,0,,0,0,Turkey,TUR,Turkey,TUR,Tokat,TR,,40.3059961652,36.5630045215,4,1,Added missing admin-1 capital. Population from GeoNames.,129702,129702,0,9,9,738743,,,0,0,6,1159113547
10,1,5,Admin-1 capital,Artvin,,Coruh,0,Artvin,0,0,,0,0,Turkey,TUR,Turkey,TUR,Artvin,TR,,41.1830011433,41.8179965353,4,1,Added missing admin-1 capital.,32272,23527,0,7,7,-1,,,0,0,7,1159113561
10,1,5,Admin-1 capital,Bingöl,,,0,Bingol,0,0,,0,0,Turkey,TUR,Turkey,TUR,Bingöl,TR,,38.8850040355,40.498002558,4,1,Added missing admin-1 capital. Population from GeoNames.,80568,80568,0,8,8,321082,,,0,0,7,1159113575
10,1,5,Admin-1 capital,Bitlis,,,0,Bitlis,0,0,,0,0,Turkey,TUR,Turkey,TUR,Bitlis,TR,,38.394000118,42.1229976473,4,1,Added missing admin-1 capital. Population from GeoNames.,62811,43109,0,8,7,321025,,,0,0,7,1159113589
10,1,5,Admin-1 capital,Kalangala,,,0,Kalangala,0,0,,0,0,Uganda,UGA,Uganda,UGA,Kalangala,UG,,-0.3088889,32.225,4,0,Added missing admin-1 capital round B. Population from GeoNames.,5200,5200,0,5,5,232571,,,0,0,7,1159113605
10,1,5,Admin-1 capital,Çankırı,,,0,Cankiri,0,0,,0,0,Turkey,TUR,Turkey,TUR,Çankiri,TR,,40.6070010123,33.6210035933,4,1,Added missing admin-1 capital. Population from GeoNames.,71379,71379,0,8,8,749748,,,0,0,7,1159113633
10,1,5,Admin-1 capital,Niğde,,,0,Nigde,0,0,,0,0,Turkey,TUR,Turkey,TUR,Nigde,TR,,37.9760041158,34.6940016254,4,1,Added missing admin-1 capital. Population from GeoNames.,91039,91039,0,8,8,303827,,,0,0,7,1159113643
10,1,5,Admin-1 capital,Yozgat,,,0,Yozgat,0,0,,0,0,Turkey,TUR,Turkey,TUR,Yozgat,TR,,39.8179980929,34.8149974851,4,1,Added missing admin-1 capital. Population from GeoNames.,87881,87881,0,8,8,296562,,,0,0,7,1159113661
10,1,5,Admin-1 capital,Gümüşhane,,,0,Gumushane,0,0,,0,0,Turkey,TUR,Turkey,TUR,Gümüshane,TR,,40.4640001285,39.4839996159,4,1,Added missing admin-1 capital. Population from GeoNames.,32250,32250,0,7,7,746425,,,0,0,7,1159113677
10,1,5,Admin-1 capital,Siirt,,,0,Siirt,0,0,,0,0,Turkey,TUR,Turkey,TUR,Siirt,TR,,37.9440000726,41.9329985769,4,1,Added missing admin-1 capital. Population from GeoNames.,114034,114034,0,9,9,300822,,,0,0,7,1159113695
10,1,5,Admin-1 capital,Tunceli,,,0,Tunceli,0,0,,0,0,Turkey,TUR,Turkey,TUR,Tunceli,TR,,39.1167000236,39.5333015006,4,1,Added missing admin-1 capital. Population from GeoNames.,29062,29062,0,7,7,298846,,,0,0,7,1159113711
10,1,5,Admin-1 capital,Kumi,,,0,Kumi,0,0,,0,0,Uganda,UGA,Uganda,UGA,Kumi,UG,,1.4608333,33.9361111,4,0,Added missing admin-1 capital round B. Population from GeoNames.,13000,13000,0,6,6,230584,,,0,0,7,1159113727
10,1,5,Admin-1 capital,Kaberamaido,,,0,Kaberamaido,0,0,,0,0,Uganda,UGA,Uganda,UGA,Kaberamaido,UG,,1.7388889,33.1594444,4,0,Added missing admin-1 capital round B. Population from GeoNames.,3400,3400,0,4,4,233019,,,0,0,9,1159113745
10,1,5,Admin-1 capital,Kayunga,,,0,Kayunga,0,0,,0,0,Uganda,UGA,Uganda,UGA,Kayunga,UG,,0.7025,32.8886111,4,0,Added missing admin-1 capital round B. Population from GeoNames.,21704,21704,0,7,7,231696,,,0,0,9,1159113757
10,1,5,Admin-1 capital,Iganga,,,0,Iganga,0,0,,0,0,Uganda,UGA,Uganda,UGA,Iganga,UG,,0.6091667,33.4686111,4,0,Added missing admin-1 capital round B. Population from GeoNames.,45024,45024,0,7,7,233275,,,0,0,9,1159113777
10,1,5,Admin-1 capital,Kamuli,,,0,Kamuli,0,0,,0,0,Uganda,UGA,Uganda,UGA,Kamuli,UG,,0.9472222,33.1197222,4,0,Added missing admin-1 capital round B. Population from GeoNames.,12764,12764,0,6,6,232397,,,0,0,7,1159113795
10,1,5,Admin-1 capital,Pallisa,,,0,Pallisa,0,0,,0,0,Uganda,UGA,Uganda,UGA,Pallisa,UG,,1.145,33.7094444,4,0,Added missing admin-1 capital round B. Population from GeoNames.,30745,30745,0,7,7,226823,,,0,0,9,1159113815
10,1,5,Admin-1 capital,Mpigi,,,0,Mpigi,0,0,,0,0,Uganda,UGA,Uganda,UGA,Mpigi,UG,,0.225,32.3136111,4,0,Added missing admin-1 capital round B. Population from GeoNames.,11082,11082,0,6,6,229024,,,0,0,9,1159113835
10,1,5,Admin-1 capital,Adjumani,,,0,Adjumani,0,0,,0,0,Uganda,UGA,Uganda,UGA,Adjumani,UG,,3.3613889,31.8097222,4,0,Added missing admin-1 capital round B. Population from GeoNames.,34700,34700,0,7,7,235489,,,0,0,9,1159113855
10,1,5,Admin-1 capital,Nebbi,,,0,Nebbi,0,0,,0,0,Uganda,UGA,Uganda,UGA,Nebbi,UG,,2.4758333,31.1025,4,0,Added missing admin-1 capital round B. Population from GeoNames.,30354,30354,0,7,7,227904,,,0,0,7,1159113869
10,1,5,Admin-1 capital,Kiboga,,,0,Kiboga,0,0,,0,0,Uganda,UGA,Uganda,UGA,Kiboga,UG,,0.9161111,31.7741667,4,0,Added missing admin-1 capital round B. Population from GeoNames.,14512,14512,0,6,6,231550,,,0,0,7,1159113887
10,1,5,Admin-1 capital,Nakasongola,,,0,Nakasongola,0,0,,0,0,Uganda,UGA,Uganda,UGA,Nakasongola,UG,,1.3088889,32.4563889,4,0,Added missing admin-1 capital round B. Population from GeoNames.,6921,6921,0,5,5,228418,,,0,0,7,1159113905
10,1,5,Admin-1 region capital,Bombo,,,0,Bombo,0,0,,0,0,Uganda,UGA,Uganda,UGA,Bamunanika,UG,,0.58329910562,32.5332995249,4,1,Added missing admin-1 capital. Changed feature to Admin-0 region capital.,75000,21000,0,8,7,0,,,0,0,7,1159113923
10,1,5,Admin-1 capital,Masindi,,,0,Masindi,0,0,,0,0,Uganda,UGA,Uganda,UGA,Masindi,UG,,1.6744444,31.715,4,0,Added missing admin-1 capital round B. Population from GeoNames.,31486,31486,0,7,7,229362,,,0,0,7,1159113945
10,1,5,Admin-1 region capital,Fort Portal,,,0,Fort Portal,0,0,,0,0,Uganda,UGA,Uganda,UGA,Kabarole,UG,,0.67100412113,30.275001616,4,1,Added missing admin-1 capital. Changed feature to Admin-0 region capital. Population from GeoNames.,42670,42670,0,7,7,233476,,,0,0,7,1159113959
10,1,5,Admin-1 capital,Kibale,,,0,Kibale,0,0,,0,0,Uganda,UGA,Uganda,UGA,Kibale,UG,,0.8,31.0666667,4,0,Added missing admin-1 capital round B. Population from GeoNames.,5200,5200,0,5,5,231617,,,0,0,9,1159113985
10,1,5,Admin-1 capital,Sironko,,,0,Sironko,0,0,,0,0,Uganda,UGA,Uganda,UGA,Budadiri,UG,,1.25,34.3,4,0,Added missing admin-1 capital round B. Population from GeoNames.,14100,14100,0,6,6,448228,,,0,0,9,1159114003
10,1,5,Admin-1 capital,Busia,,,0,Busia,0,0,,0,0,Uganda,UGA,Uganda,UGA,Busia,UG,,0.4544444,34.0758333,4,0,Added missing admin-1 capital round B. Population from GeoNames.,47100,47100,0,7,7,234077,,,0,0,8,1159114009
10,1,5,Admin-1 capital,Katakwi,,,0,Katakwi,0,0,,0,0,Uganda,UGA,Uganda,UGA,Usuk,UG,,1.8911111,33.9661111,4,0,Added missing admin-1 capital round B. Population from GeoNames.,8400,8400,0,5,5,231947,,,0,0,9,1159114039
10,1,6,Admin-1 capital,Veszprém,,,0,Veszprem,0,0,,0,0,Hungary,HUN,Hungary,HUN,Veszprém,HU,,47.0909971373,17.9109995685,4,1,Added missing admin-1 capital. Population from GeoNames.,62023,62023,0,8,8,3042929,,,0,0,8,1159114055
10,1,6,Admin-1 capital,Zalaegerszeg,,,0,Zalaegerszeg,0,0,,0,0,Hungary,HUN,Hungary,HUN,Zala,HU,,46.8440010266,16.8399995861,4,1,Added missing admin-1 capital. Population from GeoNames.,61898,61898,0,8,8,3042638,,,0,0,7,1159114075
10,1,6,Admin-1 capital,Tatabánya,,,0,Tatabanya,0,0,,0,0,Hungary,HUN,Hungary,HUN,Komárom-Esztergom,HU,,47.5499971771,18.4329995683,4,1,Added missing admin-1 capital. Population from GeoNames.,70541,70541,0,8,8,3044082,,,0,0,9,1159114091
10,1,6,Admin-1 capital,Szekszárd,,,0,Szekszard,0,0,,0,0,Hungary,HUN,Hungary,HUN,Tolna,HU,,46.3439971148,18.7129985816,4,1,Added missing admin-1 capital. Population from GeoNames.,34174,34174,0,7,7,3044760,,,0,0,8,1159114109
10,1,6,Admin-1 capital,Salgótarján,,,0,Salgotarjan,0,0,,0,0,Hungary,HUN,Hungary,HUN,Nógrád,HU,,48.1050000794,19.8260016264,4,1,Added missing admin-1 capital. Population from GeoNames.,39640,39640,0,7,7,3045643,,,0,0,8,1159114123
10,1,6,Admin-1 capital,Békéscsaba,,,0,Bekescsaba,0,0,,0,0,Hungary,HUN,Hungary,HUN,Békés,HU,,46.6720021103,21.1010045684,4,1,Added missing admin-1 capital. Population from GeoNames.,65206,65206,0,8,8,722437,,,0,0,8,1159114145
10,1,6,Admin-1 capital,Eger,,,0,Eger,0,0,,0,0,Hungary,HUN,Hungary,HUN,Heves,HU,,47.8950031362,20.3830025784,4,1,Added missing admin-1 capital. Population from GeoNames.,56647,56647,0,8,8,721239,,,0,0,7.7,1159114165
10,1,5,Admin-1 capital,Ntungamo,,,0,Ntungamo,0,0,,0,0,Uganda,UGA,Uganda,UGA,Ntungamo,UG,,-0.8794444,30.2641667,4,0,Added missing admin-1 capital round B. Population from GeoNames.,16400,16400,0,6,6,227593,,,0,0,7,1159114181
10,1,5,Admin-1 capital,Kisoro,,,0,Kisoro,0,0,,0,0,Uganda,UGA,Uganda,UGA,Kisoro,UG,,-1.3538889,29.6983333,4,0,Added missing admin-1 capital round B. Population from GeoNames.,12900,12900,0,6,6,230993,,,0,0,9,1159114209
10,1,0,Admin-1 capital,Gikongoro,,,0,Gikongoro,0,0,,0,0,Rwanda,RWA,Rwanda,RWA,Southern,RW,,-2.48329794474,29.566701602,4,1,Added missing admin-1 capital. Population from GeoNames.,15000,15000,0,6,6,202239,,,0,0,9,1159114227
10,1,0,Admin-1 capital,Kibuye,,,0,Kibuye,0,0,,0,0,Rwanda,RWA,Rwanda,RWA,Western,RW,,-2.05000198533,29.3499995919,4,1,Added missing admin-1 capital. Population from GeoNames.,48024,48024,0,7,7,202065,,,0,0,8,1159114229
10,1,0,Admin-1 capital,Kibungo,,,0,Kibungo,0,0,,0,0,Rwanda,RWA,Rwanda,RWA,Eastern,RW,,-2.16669593181,30.5333015845,4,1,Added missing admin-1 capital. Population from GeoNames.,46240,46240,0,7,7,202068,,,0,0,9,1159114247
10,1,6,Admin-1 capital,Târgu Jiu,,,0,Targu Jiu,0,0,,0,0,Romania,ROU,Romania,ROU,Gorj,RO,,45.0450000352,23.2740006154,4,1,Added missing admin-1 capital. Population from GeoNames.,97179,97179,0,8,8,665010,,,0,0,6.7,1159114265
10,1,6,Admin-1 capital,Slatina,,,0,Slatina,0,0,,0,0,Romania,ROU,Romania,ROU,Olt,RO,,44.4349981422,24.3710015559,4,1,Added missing admin-1 capital. Population from GeoNames.,78988,78988,0,8,8,666767,,,0,0,8,1159114283
